500
Lattice="8.842 0.0 0.0 0.0 8.842 0.0 0.0 0.0 8.842" Properties=species:S:1:pos:R:3 pbc="T T T"
Ar       0.00000000       0.00000000       0.00000000 
Ar       0.88420000       0.88420000       0.00000000 
Ar       0.88420000       0.00000000       0.88420000 
Ar       0.00000000       0.88420000       0.88420000 
Ar       1.76840000       0.00000000       0.00000000 
Ar       2.65260000       0.88420000       0.00000000 
Ar       2.65260000       0.00000000       0.88420000 
Ar       1.76840000       0.88420000       0.88420000 
Ar       3.53680000       0.00000000       0.00000000 
Ar       4.42100000       0.88420000       0.00000000 
Ar       4.42100000       0.00000000       0.88420000 
Ar       3.53680000       0.88420000       0.88420000 
Ar       5.30520000       0.00000000       0.00000000 
Ar       6.18940000       0.88420000       0.00000000 
Ar       6.18940000       0.00000000       0.88420000 
Ar       5.30520000       0.88420000       0.88420000 
Ar       7.07360000       0.00000000       0.00000000 
Ar       7.95780000       0.88420000       0.00000000 
Ar       7.95780000       0.00000000       0.88420000 
Ar       7.07360000       0.88420000       0.88420000 
Ar       0.00000000       1.76840000       0.00000000 
Ar       0.88420000       2.65260000       0.00000000 
Ar       0.88420000       1.76840000       0.88420000 
Ar       0.00000000       2.65260000       0.88420000 
Ar       1.76840000       1.76840000       0.00000000 
Ar       2.65260000       2.65260000       0.00000000 
Ar       2.65260000       1.76840000       0.88420000 
Ar       1.76840000       2.65260000       0.88420000 
Ar       3.53680000       1.76840000       0.00000000 
Ar       4.42100000       2.65260000       0.00000000 
Ar       4.42100000       1.76840000       0.88420000 
Ar       3.53680000       2.65260000       0.88420000 
Ar       5.30520000       1.76840000       0.00000000 
Ar       6.18940000       2.65260000       0.00000000 
Ar       6.18940000       1.76840000       0.88420000 
Ar       5.30520000       2.65260000       0.88420000 
Ar       7.07360000       1.76840000       0.00000000 
Ar       7.95780000       2.65260000       0.00000000 
Ar       7.95780000       1.76840000       0.88420000 
Ar       7.07360000       2.65260000       0.88420000 
Ar       0.00000000       3.53680000       0.00000000 
Ar       0.88420000       4.42100000       0.00000000 
Ar       0.88420000       3.53680000       0.88420000 
Ar       0.00000000       4.42100000       0.88420000 
Ar       1.76840000       3.53680000       0.00000000 
Ar       2.65260000       4.42100000       0.00000000 
Ar       2.65260000       3.53680000       0.88420000 
Ar       1.76840000       4.42100000       0.88420000 
Ar       3.53680000       3.53680000       0.00000000 
Ar       4.42100000       4.42100000       0.00000000 
Ar       4.42100000       3.53680000       0.88420000 
Ar       3.53680000       4.42100000       0.88420000 
Ar       5.30520000       3.53680000       0.00000000 
Ar       6.18940000       4.42100000       0.00000000 
Ar       6.18940000       3.53680000       0.88420000 
Ar       5.30520000       4.42100000       0.88420000 
Ar       7.07360000       3.53680000       0.00000000 
Ar       7.95780000       4.42100000       0.00000000 
Ar       7.95780000       3.53680000       0.88420000 
Ar       7.07360000       4.42100000       0.88420000 
Ar       0.00000000       5.30520000       0.00000000 
Ar       0.88420000       6.18940000       0.00000000 
Ar       0.88420000       5.30520000       0.88420000 
Ar       0.00000000       6.18940000       0.88420000 
Ar       1.76840000       5.30520000       0.00000000 
Ar       2.65260000       6.18940000       0.00000000 
Ar       2.65260000       5.30520000       0.88420000 
Ar       1.76840000       6.18940000       0.88420000 
Ar       3.53680000       5.30520000       0.00000000 
Ar       4.42100000       6.18940000       0.00000000 
Ar       4.42100000       5.30520000       0.88420000 
Ar       3.53680000       6.18940000       0.88420000 
Ar       5.30520000       5.30520000       0.00000000 
Ar       6.18940000       6.18940000       0.00000000 
Ar       6.18940000       5.30520000       0.88420000 
Ar       5.30520000       6.18940000       0.88420000 
Ar       7.07360000       5.30520000       0.00000000 
Ar       7.95780000       6.18940000       0.00000000 
Ar       7.95780000       5.30520000       0.88420000 
Ar       7.07360000       6.18940000       0.88420000 
Ar       0.00000000       7.07360000       0.00000000 
Ar       0.88420000       7.95780000       0.00000000 
Ar       0.88420000       7.07360000       0.88420000 
Ar       0.00000000       7.95780000       0.88420000 
Ar       1.76840000       7.07360000       0.00000000 
Ar       2.65260000       7.95780000       0.00000000 
Ar       2.65260000       7.07360000       0.88420000 
Ar       1.76840000       7.95780000       0.88420000 
Ar       3.53680000       7.07360000       0.00000000 
Ar       4.42100000       7.95780000       0.00000000 
Ar       4.42100000       7.07360000       0.88420000 
Ar       3.53680000       7.95780000       0.88420000 
Ar       5.30520000       7.07360000       0.00000000 
Ar       6.18940000       7.95780000       0.00000000 
Ar       6.18940000       7.07360000       0.88420000 
Ar       5.30520000       7.95780000       0.88420000 
Ar       7.07360000       7.07360000       0.00000000 
Ar       7.95780000       7.95780000       0.00000000 
Ar       7.95780000       7.07360000       0.88420000 
Ar       7.07360000       7.95780000       0.88420000 
Ar       0.00000000       0.00000000       1.76840000 
Ar       0.88420000       0.88420000       1.76840000 
Ar       0.88420000       0.00000000       2.65260000 
Ar       0.00000000       0.88420000       2.65260000 
Ar       1.76840000       0.00000000       1.76840000 
Ar       2.65260000       0.88420000       1.76840000 
Ar       2.65260000       0.00000000       2.65260000 
Ar       1.76840000       0.88420000       2.65260000 
Ar       3.53680000       0.00000000       1.76840000 
Ar       4.42100000       0.88420000       1.76840000 
Ar       4.42100000       0.00000000       2.65260000 
Ar       3.53680000       0.88420000       2.65260000 
Ar       5.30520000       0.00000000       1.76840000 
Ar       6.18940000       0.88420000       1.76840000 
Ar       6.18940000       0.00000000       2.65260000 
Ar       5.30520000       0.88420000       2.65260000 
Ar       7.07360000       0.00000000       1.76840000 
Ar       7.95780000       0.88420000       1.76840000 
Ar       7.95780000       0.00000000       2.65260000 
Ar       7.07360000       0.88420000       2.65260000 
Ar       0.00000000       1.76840000       1.76840000 
Ar       0.88420000       2.65260000       1.76840000 
Ar       0.88420000       1.76840000       2.65260000 
Ar       0.00000000       2.65260000       2.65260000 
Ar       1.76840000       1.76840000       1.76840000 
Ar       2.65260000       2.65260000       1.76840000 
Ar       2.65260000       1.76840000       2.65260000 
Ar       1.76840000       2.65260000       2.65260000 
Ar       3.53680000       1.76840000       1.76840000 
Ar       4.42100000       2.65260000       1.76840000 
Ar       4.42100000       1.76840000       2.65260000 
Ar       3.53680000       2.65260000       2.65260000 
Ar       5.30520000       1.76840000       1.76840000 
Ar       6.18940000       2.65260000       1.76840000 
Ar       6.18940000       1.76840000       2.65260000 
Ar       5.30520000       2.65260000       2.65260000 
Ar       7.07360000       1.76840000       1.76840000 
Ar       7.95780000       2.65260000       1.76840000 
Ar       7.95780000       1.76840000       2.65260000 
Ar       7.07360000       2.65260000       2.65260000 
Ar       0.00000000       3.53680000       1.76840000 
Ar       0.88420000       4.42100000       1.76840000 
Ar       0.88420000       3.53680000       2.65260000 
Ar       0.00000000       4.42100000       2.65260000 
Ar       1.76840000       3.53680000       1.76840000 
Ar       2.65260000       4.42100000       1.76840000 
Ar       2.65260000       3.53680000       2.65260000 
Ar       1.76840000       4.42100000       2.65260000 
Ar       3.53680000       3.53680000       1.76840000 
Ar       4.42100000       4.42100000       1.76840000 
Ar       4.42100000       3.53680000       2.65260000 
Ar       3.53680000       4.42100000       2.65260000 
Ar       5.30520000       3.53680000       1.76840000 
Ar       6.18940000       4.42100000       1.76840000 
Ar       6.18940000       3.53680000       2.65260000 
Ar       5.30520000       4.42100000       2.65260000 
Ar       7.07360000       3.53680000       1.76840000 
Ar       7.95780000       4.42100000       1.76840000 
Ar       7.95780000       3.53680000       2.65260000 
Ar       7.07360000       4.42100000       2.65260000 
Ar       0.00000000       5.30520000       1.76840000 
Ar       0.88420000       6.18940000       1.76840000 
Ar       0.88420000       5.30520000       2.65260000 
Ar       0.00000000       6.18940000       2.65260000 
Ar       1.76840000       5.30520000       1.76840000 
Ar       2.65260000       6.18940000       1.76840000 
Ar       2.65260000       5.30520000       2.65260000 
Ar       1.76840000       6.18940000       2.65260000 
Ar       3.53680000       5.30520000       1.76840000 
Ar       4.42100000       6.18940000       1.76840000 
Ar       4.42100000       5.30520000       2.65260000 
Ar       3.53680000       6.18940000       2.65260000 
Ar       5.30520000       5.30520000       1.76840000 
Ar       6.18940000       6.18940000       1.76840000 
Ar       6.18940000       5.30520000       2.65260000 
Ar       5.30520000       6.18940000       2.65260000 
Ar       7.07360000       5.30520000       1.76840000 
Ar       7.95780000       6.18940000       1.76840000 
Ar       7.95780000       5.30520000       2.65260000 
Ar       7.07360000       6.18940000       2.65260000 
Ar       0.00000000       7.07360000       1.76840000 
Ar       0.88420000       7.95780000       1.76840000 
Ar       0.88420000       7.07360000       2.65260000 
Ar       0.00000000       7.95780000       2.65260000 
Ar       1.76840000       7.07360000       1.76840000 
Ar       2.65260000       7.95780000       1.76840000 
Ar       2.65260000       7.07360000       2.65260000 
Ar       1.76840000       7.95780000       2.65260000 
Ar       3.53680000       7.07360000       1.76840000 
Ar       4.42100000       7.95780000       1.76840000 
Ar       4.42100000       7.07360000       2.65260000 
Ar       3.53680000       7.95780000       2.65260000 
Ar       5.30520000       7.07360000       1.76840000 
Ar       6.18940000       7.95780000       1.76840000 
Ar       6.18940000       7.07360000       2.65260000 
Ar       5.30520000       7.95780000       2.65260000 
Ar       7.07360000       7.07360000       1.76840000 
Ar       7.95780000       7.95780000       1.76840000 
Ar       7.95780000       7.07360000       2.65260000 
Ar       7.07360000       7.95780000       2.65260000 
Ar       0.00000000       0.00000000       3.53680000 
Ar       0.88420000       0.88420000       3.53680000 
Ar       0.88420000       0.00000000       4.42100000 
Ar       0.00000000       0.88420000       4.42100000 
Ar       1.76840000       0.00000000       3.53680000 
Ar       2.65260000       0.88420000       3.53680000 
Ar       2.65260000       0.00000000       4.42100000 
Ar       1.76840000       0.88420000       4.42100000 
Ar       3.53680000       0.00000000       3.53680000 
Ar       4.42100000       0.88420000       3.53680000 
Ar       4.42100000       0.00000000       4.42100000 
Ar       3.53680000       0.88420000       4.42100000 
Ar       5.30520000       0.00000000       3.53680000 
Ar       6.18940000       0.88420000       3.53680000 
Ar       6.18940000       0.00000000       4.42100000 
Ar       5.30520000       0.88420000       4.42100000 
Ar       7.07360000       0.00000000       3.53680000 
Ar       7.95780000       0.88420000       3.53680000 
Ar       7.95780000       0.00000000       4.42100000 
Ar       7.07360000       0.88420000       4.42100000 
Ar       0.00000000       1.76840000       3.53680000 
Ar       0.88420000       2.65260000       3.53680000 
Ar       0.88420000       1.76840000       4.42100000 
Ar       0.00000000       2.65260000       4.42100000 
Ar       1.76840000       1.76840000       3.53680000 
Ar       2.65260000       2.65260000       3.53680000 
Ar       2.65260000       1.76840000       4.42100000 
Ar       1.76840000       2.65260000       4.42100000 
Ar       3.53680000       1.76840000       3.53680000 
Ar       4.42100000       2.65260000       3.53680000 
Ar       4.42100000       1.76840000       4.42100000 
Ar       3.53680000       2.65260000       4.42100000 
Ar       5.30520000       1.76840000       3.53680000 
Ar       6.18940000       2.65260000       3.53680000 
Ar       6.18940000       1.76840000       4.42100000 
Ar       5.30520000       2.65260000       4.42100000 
Ar       7.07360000       1.76840000       3.53680000 
Ar       7.95780000       2.65260000       3.53680000 
Ar       7.95780000       1.76840000       4.42100000 
Ar       7.07360000       2.65260000       4.42100000 
Ar       0.00000000       3.53680000       3.53680000 
Ar       0.88420000       4.42100000       3.53680000 
Ar       0.88420000       3.53680000       4.42100000 
Ar       0.00000000       4.42100000       4.42100000 
Ar       1.76840000       3.53680000       3.53680000 
Ar       2.65260000       4.42100000       3.53680000 
Ar       2.65260000       3.53680000       4.42100000 
Ar       1.76840000       4.42100000       4.42100000 
Ar       3.53680000       3.53680000       3.53680000 
Ar       4.42100000       4.42100000       3.53680000 
